Gene,Non-unique Gene name,Annotation,15608_247,21053_8147,11822_158,14410_846,15608_513,21127_2104,14913_283,21127_2150,24820_2209,15682_121,14412_245,21127_264,15608_324,15608_539,15682_350,15682_241,15608_212,15682_157,14412_13,15682_27,21053_8178,15608_533,31588_4131,15608_567,17428_844,21127_288,15682_177,14410_881,21127_2177,24820_2267
ctpE,ctpE,Calcium-transporting ATPase CtpE,NKIHGLOF_01576,CAIOAPPO_00499,EGGPCNEA_01054,BOGLFJDA_01356,JLENOMMB_00226,ALHNJLOP_01327,KGLLIHJM_00101,OJAJHHAH_01730,OCGAAEPO_01314,GLNDJCAF_00974,ODFLGDBH_00103,APOOJODC_02163,FONPKMKP_01364,OKOELMAF_00861,PEGMINDJ_01783,BCHKDIOD_01014,LPFDPCGO_02098,BPKFELMP_02081,OEDMFFKP_00748,BCNLJEOI_01294,GLONHLBP_00742,FPEIOILE_00329,PEHMELEN_00245,NFCFPMIG_00336,ELMHKFIJ_00157,GGJPJCAM_01516,JCMFBBHK_02096,FBLGIOPA_01222,IJNFIKKA_01507,NCOGIHLP_01604
group_1254,,hypothetical protein,NKIHGLOF_01121,CAIOAPPO_00889,EGGPCNEA_00980,BOGLFJDA_01069,JLENOMMB_01139,ALHNJLOP_00098,KGLLIHJM_01225,OJAJHHAH_01226,OCGAAEPO_01401,GLNDJCAF_00652,ODFLGDBH_01274,APOOJODC_01369,FONPKMKP_01789,OKOELMAF_00972,PEGMINDJ_00661,BCHKDIOD_01351,LPFDPCGO_00643,BPKFELMP_00604,OEDMFFKP_02075,BCNLJEOI_01088,GLONHLBP_00193,FPEIOILE_01165,PEHMELEN_01604,NFCFPMIG_00561,ELMHKFIJ_00871,GGJPJCAM_01436,JCMFBBHK_00975,FBLGIOPA_01073,IJNFIKKA_00958,NCOGIHLP_01090
group_1251,,hypothetical protein,NKIHGLOF_02036,CAIOAPPO_02246,EGGPCNEA_00683,BOGLFJDA_02098,JLENOMMB_01783,ALHNJLOP_01907,KGLLIHJM_02122,OJAJHHAH_02213,OCGAAEPO_02094,GLNDJCAF_01800,ODFLGDBH_02139,APOOJODC_02140,FONPKMKP_02038,OKOELMAF_01680,PEGMINDJ_02154,BCHKDIOD_01896,LPFDPCGO_01845,BPKFELMP_02091,OEDMFFKP_02171,BCNLJEOI_01724,GLONHLBP_01799,FPEIOILE_01673,PEHMELEN_00582,NFCFPMIG_02046,ELMHKFIJ_01265,GGJPJCAM_02233,JCMFBBHK_00646,FBLGIOPA_02164,IJNFIKKA_00227,NCOGIHLP_01576
group_1250,,hypothetical protein,NKIHGLOF_01411,CAIOAPPO_01619,EGGPCNEA_01270,BOGLFJDA_01560,JLENOMMB_01306,ALHNJLOP_01485,KGLLIHJM_01505,OJAJHHAH_01627,OCGAAEPO_01044,GLNDJCAF_01518,ODFLGDBH_01421,APOOJODC_01457,FONPKMKP_01169,OKOELMAF_01244,PEGMINDJ_01279,BCHKDIOD_01386,LPFDPCGO_00804,BPKFELMP_00247,OEDMFFKP_01564,BCNLJEOI_01331,GLONHLBP_01320,FPEIOILE_01200,PEHMELEN_01841,NFCFPMIG_01346,ELMHKFIJ_01840,GGJPJCAM_01651,JCMFBBHK_01125,FBLGIOPA_01389,IJNFIKKA_02134,NCOGIHLP_00071
zinT,zinT;,Metal-binding protein ZinT;hypothetical protein,NKIHGLOF_00165,CAIOAPPO_01980,EGGPCNEA_01419,BOGLFJDA_00756,JLENOMMB_01044,ALHNJLOP_01938,KGLLIHJM_00641,OJAJHHAH_01859,OCGAAEPO_00506,GLNDJCAF_01232,ODFLGDBH_01608,APOOJODC_00864,FONPKMKP_00300,OKOELMAF_00478,PEGMINDJ_00744,BCHKDIOD_00568,LPFDPCGO_00906,BPKFELMP_01283,OEDMFFKP_01170,BCNLJEOI_01501,GLONHLBP_01928;GLONHLBP_01741,FPEIOILE_00776,PEHMELEN_01294,NFCFPMIG_01648,ELMHKFIJ_01695,GGJPJCAM_01321,JCMFBBHK_00811,FBLGIOPA_01689,IJNFIKKA_00538,NCOGIHLP_00181
rhaB,rhaB,L-Rhamnulokinase,NKIHGLOF_00163,CAIOAPPO_01982,EGGPCNEA_01417,BOGLFJDA_00758,JLENOMMB_01042,ALHNJLOP_01936,KGLLIHJM_00643,OJAJHHAH_01857,OCGAAEPO_00508,GLNDJCAF_01230,ODFLGDBH_01606,APOOJODC_00866,FONPKMKP_00298,OKOELMAF_00480,PEGMINDJ_00746,BCHKDIOD_00566,LPFDPCGO_00908,BPKFELMP_01285,OEDMFFKP_01172,BCNLJEOI_01503,GLONHLBP_01739,FPEIOILE_00778,PEHMELEN_01296,NFCFPMIG_01650,ELMHKFIJ_01693,GGJPJCAM_01323,JCMFBBHK_00809,FBLGIOPA_01691,IJNFIKKA_00540,NCOGIHLP_00183
group_1249,,hypothetical protein,NKIHGLOF_00405,CAIOAPPO_02196,EGGPCNEA_00571,BOGLFJDA_01834,JLENOMMB_01398,ALHNJLOP_00464,KGLLIHJM_01406,OJAJHHAH_01312,OCGAAEPO_01960,GLNDJCAF_02035,ODFLGDBH_01675,APOOJODC_00451,FONPKMKP_00158,OKOELMAF_01975,PEGMINDJ_01942,BCHKDIOD_02165,LPFDPCGO_00339,BPKFELMP_00404,OEDMFFKP_01361,BCNLJEOI_02020,GLONHLBP_00034,FPEIOILE_00308,PEHMELEN_01160,NFCFPMIG_01436,ELMHKFIJ_01149,GGJPJCAM_00916,JCMFBBHK_00755,FBLGIOPA_01882,IJNFIKKA_00113,NCOGIHLP_01165
pepQ,pepQ,Xaa-Pro dipeptidase,NKIHGLOF_01607,CAIOAPPO_00528,EGGPCNEA_01523,BOGLFJDA_00525,JLENOMMB_00213,ALHNJLOP_00177,KGLLIHJM_00113,OJAJHHAH_01759,OCGAAEPO_01282,GLNDJCAF_00986,ODFLGDBH_00115,APOOJODC_02034,FONPKMKP_01396,OKOELMAF_02094,PEGMINDJ_01565,BCHKDIOD_02236,LPFDPCGO_02108,BPKFELMP_01652,OEDMFFKP_00736,BCNLJEOI_02171,GLONHLBP_00450,FPEIOILE_01682,PEHMELEN_00214,NFCFPMIG_00348,ELMHKFIJ_00187,GGJPJCAM_01545,JCMFBBHK_01577,FBLGIOPA_00379,IJNFIKKA_01536,NCOGIHLP_00660
group_1248,,Putative two-component membrane permease complex subunit SMU_747c,NKIHGLOF_01129,CAIOAPPO_00897,EGGPCNEA_00987,BOGLFJDA_01061,JLENOMMB_01147,ALHNJLOP_00090,KGLLIHJM_01216,OJAJHHAH_01234,OCGAAEPO_01409,GLNDJCAF_00660,ODFLGDBH_01265,APOOJODC_01377,FONPKMKP_01797,OKOELMAF_00980,PEGMINDJ_00669,BCHKDIOD_01359,LPFDPCGO_00651,BPKFELMP_00612,OEDMFFKP_02083,BCNLJEOI_01096,GLONHLBP_00201,FPEIOILE_01173,PEHMELEN_01612,NFCFPMIG_00569,ELMHKFIJ_00879,GGJPJCAM_01444,JCMFBBHK_00983,FBLGIOPA_01081,IJNFIKKA_00966,NCOGIHLP_01098
group_1245,,hypothetical protein,NKIHGLOF_00956,CAIOAPPO_00416,EGGPCNEA_00921,BOGLFJDA_00954,JLENOMMB_00877,ALHNJLOP_01402,KGLLIHJM_01020,OJAJHHAH_00730,OCGAAEPO_00644,GLNDJCAF_01063,ODFLGDBH_01167,APOOJODC_01006,FONPKMKP_00662,OKOELMAF_00068,PEGMINDJ_00458,BCHKDIOD_01212,LPFDPCGO_00701,BPKFELMP_00088,OEDMFFKP_00909,BCNLJEOI_00764,GLONHLBP_00948,FPEIOILE_00944,PEHMELEN_00451,NFCFPMIG_01039,ELMHKFIJ_01783,GGJPJCAM_01090,JCMFBBHK_00495,FBLGIOPA_00927,IJNFIKKA_01885,NCOGIHLP_01342
group_1243,,hypothetical protein,NKIHGLOF_00732,CAIOAPPO_01725,EGGPCNEA_01143,BOGLFJDA_00452,JLENOMMB_00617,ALHNJLOP_01015,KGLLIHJM_00548,OJAJHHAH_00518,OCGAAEPO_00833,GLNDJCAF_00411,ODFLGDBH_00565,APOOJODC_00632,FONPKMKP_00428,OKOELMAF_00274,PEGMINDJ_01603,BCHKDIOD_00399,LPFDPCGO_00159,BPKFELMP_01094,OEDMFFKP_00382,BCNLJEOI_00191,GLONHLBP_01135,FPEIOILE_00128,PEHMELEN_00747,NFCFPMIG_00769,ELMHKFIJ_00557,GGJPJCAM_00574,JCMFBBHK_00279,FBLGIOPA_00788,IJNFIKKA_00675,NCOGIHLP_00880
group_1242,,hypothetical protein,NKIHGLOF_00023,CAIOAPPO_01401,EGGPCNEA_01822,BOGLFJDA_01907,JLENOMMB_02037,ALHNJLOP_01980,KGLLIHJM_01737,OJAJHHAH_01996,OCGAAEPO_00984,GLNDJCAF_01968,ODFLGDBH_01846,APOOJODC_01891,FONPKMKP_01740,OKOELMAF_01812,PEGMINDJ_01069,BCHKDIOD_02026,LPFDPCGO_01876,BPKFELMP_01905,OEDMFFKP_01671,BCNLJEOI_01931,GLONHLBP_02112,FPEIOILE_01885,PEHMELEN_01924,NFCFPMIG_01544,ELMHKFIJ_02125,GGJPJCAM_02028,JCMFBBHK_01039,FBLGIOPA_01313,IJNFIKKA_01425,NCOGIHLP_01765
tabA,tabA,Toxin-antitoxin biofilm protein TabA,NKIHGLOF_01807,CAIOAPPO_02045,EGGPCNEA_01107,BOGLFJDA_01305,JLENOMMB_00275,ALHNJLOP_01276,KGLLIHJM_00050,OJAJHHAH_02130,OCGAAEPO_01367,GLNDJCAF_00925,ODFLGDBH_00050,APOOJODC_01960,FONPKMKP_01845,OKOELMAF_00812,PEGMINDJ_01729,BCHKDIOD_00965,LPFDPCGO_01560,BPKFELMP_01586,OEDMFFKP_00799,BCNLJEOI_01245,GLONHLBP_00790,FPEIOILE_00378,PEHMELEN_00294,NFCFPMIG_00287,ELMHKFIJ_00106,GGJPJCAM_02154,JCMFBBHK_01916,FBLGIOPA_01171,IJNFIKKA_02107,NCOGIHLP_01657
group_1240,,hypothetical protein,NKIHGLOF_00614,CAIOAPPO_00022,EGGPCNEA_00016,BOGLFJDA_00628;BOGLFJDA_00629,JLENOMMB_00108;JLENOMMB_00109,ALHNJLOP_00537;ALHNJLOP_00538,KGLLIHJM_00215;KGLLIHJM_00216,OJAJHHAH_00022,OCGAAEPO_01641,GLNDJCAF_00095;GLNDJCAF_00096,ODFLGDBH_00216;ODFLGDBH_00217,APOOJODC_00022,FONPKMKP_00874,OKOELMAF_00653;OKOELMAF_00654,PEGMINDJ_00199,BCHKDIOD_00761;BCHKDIOD_00762,LPFDPCGO_01600,BPKFELMP_00653,OEDMFFKP_00561;OEDMFFKP_00560,BCNLJEOI_00589;BCNLJEOI_00588,GLONHLBP_00333;GLONHLBP_00334,FPEIOILE_00648;FPEIOILE_00649,PEHMELEN_00108;PEHMELEN_00109,NFCFPMIG_00861;NFCFPMIG_00862,ELMHKFIJ_01314,GGJPJCAM_00022,JCMFBBHK_00205,FBLGIOPA_00224;FBLGIOPA_00225,IJNFIKKA_00824,NCOGIHLP_00406
bglK_3,bglK_3,Beta-glucoside kinase,NKIHGLOF_01803,CAIOAPPO_02041,EGGPCNEA_01103,BOGLFJDA_01310,JLENOMMB_00270,ALHNJLOP_01281,KGLLIHJM_00055,OJAJHHAH_02127,OCGAAEPO_01363,GLNDJCAF_00930,ODFLGDBH_00055,APOOJODC_01957,FONPKMKP_01841,OKOELMAF_00817,PEGMINDJ_01733,BCHKDIOD_00970,LPFDPCGO_01556,BPKFELMP_01582,OEDMFFKP_00794,BCNLJEOI_01250,GLONHLBP_00786,FPEIOILE_00373,PEHMELEN_00289,NFCFPMIG_00292,ELMHKFIJ_00110,GGJPJCAM_02151,JCMFBBHK_01912,FBLGIOPA_01176,IJNFIKKA_01458,NCOGIHLP_01653
penA,penA,Penicillin-binding protein 2B,NKIHGLOF_01801,CAIOAPPO_02039,EGGPCNEA_01101,BOGLFJDA_01312,JLENOMMB_00268,ALHNJLOP_01283,KGLLIHJM_00057,OJAJHHAH_02125,OCGAAEPO_01361,GLNDJCAF_00932,ODFLGDBH_00057,APOOJODC_01955,FONPKMKP_01839,OKOELMAF_00819,PEGMINDJ_01735,BCHKDIOD_00972,LPFDPCGO_01554,BPKFELMP_01580,OEDMFFKP_00792,BCNLJEOI_01252,GLONHLBP_00784,FPEIOILE_00371,PEHMELEN_00287,NFCFPMIG_00294,ELMHKFIJ_00112,GGJPJCAM_02149,JCMFBBHK_01910,FBLGIOPA_01178,IJNFIKKA_01460,NCOGIHLP_01651
group_1237,,putative HTH-type transcriptional regulator,NKIHGLOF_00746,CAIOAPPO_01739,EGGPCNEA_01157,BOGLFJDA_00438,JLENOMMB_00603,ALHNJLOP_01030,KGLLIHJM_00534,OJAJHHAH_00532,OCGAAEPO_00819,GLNDJCAF_00425,ODFLGDBH_00579,APOOJODC_00646,FONPKMKP_00442,OKOELMAF_00260,PEGMINDJ_01589,BCHKDIOD_00385,LPFDPCGO_00145,BPKFELMP_01080,OEDMFFKP_00368,BCNLJEOI_00177,GLONHLBP_01149,FPEIOILE_00142,PEHMELEN_00733,NFCFPMIG_00755,ELMHKFIJ_00542,GGJPJCAM_00560,JCMFBBHK_00294,FBLGIOPA_00774,IJNFIKKA_00661,NCOGIHLP_00866
group_1236,,hypothetical protein,NKIHGLOF_02111,CAIOAPPO_00012,EGGPCNEA_00006,BOGLFJDA_00618,JLENOMMB_00119,ALHNJLOP_00527,KGLLIHJM_00205,OJAJHHAH_00012,OCGAAEPO_01631,GLNDJCAF_00085,ODFLGDBH_00207,APOOJODC_00012,FONPKMKP_00884,OKOELMAF_00644,PEGMINDJ_00209,BCHKDIOD_00751,LPFDPCGO_01610,BPKFELMP_02123,OEDMFFKP_00571,BCNLJEOI_00579,GLONHLBP_00323,FPEIOILE_00638,PEHMELEN_00119,NFCFPMIG_00852,ELMHKFIJ_01304,GGJPJCAM_00012,JCMFBBHK_00215,FBLGIOPA_00235,IJNFIKKA_00814,NCOGIHLP_00416
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,NKIHGLOF_01420,CAIOAPPO_01628,EGGPCNEA_01279,BOGLFJDA_01550,JLENOMMB_01316,ALHNJLOP_01495,KGLLIHJM_01515,OJAJHHAH_01636,OCGAAEPO_01053,GLNDJCAF_01508,ODFLGDBH_01411,APOOJODC_01466,FONPKMKP_01160,OKOELMAF_01234,PEGMINDJ_01270,BCHKDIOD_01396,LPFDPCGO_00813,BPKFELMP_00256,OEDMFFKP_01554,BCNLJEOI_01341,GLONHLBP_01330,FPEIOILE_01210,PEHMELEN_01831,NFCFPMIG_01356,ELMHKFIJ_01849,GGJPJCAM_01660,JCMFBBHK_01134,FBLGIOPA_01399,IJNFIKKA_01696,NCOGIHLP_00062
trmFO,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,NKIHGLOF_01093,CAIOAPPO_00861,EGGPCNEA_01498,BOGLFJDA_01093,JLENOMMB_01114,ALHNJLOP_01824,KGLLIHJM_01250,OJAJHHAH_01198,OCGAAEPO_00157,GLNDJCAF_00627,ODFLGDBH_01298,APOOJODC_01341,FONPKMKP_01507,OKOELMAF_00948,PEGMINDJ_00634,BCHKDIOD_01327,LPFDPCGO_00615,BPKFELMP_00576,OEDMFFKP_00613,BCNLJEOI_01064,GLONHLBP_00168,FPEIOILE_01141,PEHMELEN_01579,NFCFPMIG_00537,ELMHKFIJ_00843,GGJPJCAM_01408,JCMFBBHK_00947,FBLGIOPA_01048,IJNFIKKA_00273,NCOGIHLP_01062
rpe,rpe,Ribulose-phosphate 3-epimerase,NKIHGLOF_01421,CAIOAPPO_01629,EGGPCNEA_01280,BOGLFJDA_01549,JLENOMMB_01317,ALHNJLOP_01496,KGLLIHJM_01516,OJAJHHAH_01637,OCGAAEPO_01054,GLNDJCAF_01507,ODFLGDBH_01410,APOOJODC_01467,FONPKMKP_01159,OKOELMAF_01233,PEGMINDJ_01269,BCHKDIOD_01397,LPFDPCGO_00814,BPKFELMP_00257,OEDMFFKP_01553,BCNLJEOI_01342,GLONHLBP_01331,FPEIOILE_01211,PEHMELEN_01830,NFCFPMIG_01357,ELMHKFIJ_01850,GGJPJCAM_01661,JCMFBBHK_01135,FBLGIOPA_01400,IJNFIKKA_01695,NCOGIHLP_00061
mutM,mutM,Formamidopyrimidine-DNA glycosylase,NKIHGLOF_01067,CAIOAPPO_00835,EGGPCNEA_01471,BOGLFJDA_01115,JLENOMMB_01092,ALHNJLOP_01802,KGLLIHJM_01272,OJAJHHAH_01172,OCGAAEPO_00131,GLNDJCAF_00605,ODFLGDBH_01320,APOOJODC_01315,FONPKMKP_01481,OKOELMAF_00926,PEGMINDJ_00608,BCHKDIOD_01305,LPFDPCGO_00589,BPKFELMP_00550,OEDMFFKP_00635,BCNLJEOI_01042,GLONHLBP_00145,FPEIOILE_01119,PEHMELEN_01557,NFCFPMIG_00515,ELMHKFIJ_00817,GGJPJCAM_01382,JCMFBBHK_00921,FBLGIOPA_01026,IJNFIKKA_00299,NCOGIHLP_01036
group_1231,,hypothetical protein,NKIHGLOF_01109,CAIOAPPO_00877,EGGPCNEA_01514,BOGLFJDA_01081,JLENOMMB_01126,ALHNJLOP_01836,KGLLIHJM_01238,OJAJHHAH_01214,OCGAAEPO_01389,GLNDJCAF_00639,ODFLGDBH_01286,APOOJODC_01357,FONPKMKP_01777,OKOELMAF_00960,PEGMINDJ_00650,BCHKDIOD_01339,LPFDPCGO_00631,BPKFELMP_00592,OEDMFFKP_00601,BCNLJEOI_01076,GLONHLBP_00180,FPEIOILE_01153,PEHMELEN_01591,NFCFPMIG_00549,ELMHKFIJ_00859,GGJPJCAM_01424,JCMFBBHK_00963,FBLGIOPA_01060,IJNFIKKA_00257,NCOGIHLP_01078
group_1227,,hypothetical protein,NKIHGLOF_00638,CAIOAPPO_02081,EGGPCNEA_01616,BOGLFJDA_00224,JLENOMMB_01512,ALHNJLOP_00251,KGLLIHJM_00779,OJAJHHAH_01469,OCGAAEPO_01864,GLNDJCAF_01558,ODFLGDBH_00749,APOOJODC_01590,FONPKMKP_01039,OKOELMAF_01374,PEGMINDJ_01352,BCHKDIOD_00024,LPFDPCGO_01904,BPKFELMP_00677,OEDMFFKP_00200,BCNLJEOI_00284,GLONHLBP_00668,FPEIOILE_01396,PEHMELEN_00946,NFCFPMIG_00026,ELMHKFIJ_00991,GGJPJCAM_01784,JCMFBBHK_01556,FBLGIOPA_00606,IJNFIKKA_01076,NCOGIHLP_01858
uvrA,uvrA,UvrABC system protein A,NKIHGLOF_00765,CAIOAPPO_01758,EGGPCNEA_01185,BOGLFJDA_00402,JLENOMMB_00568,ALHNJLOP_01065,KGLLIHJM_00499,OJAJHHAH_00551,OCGAAEPO_00800,GLNDJCAF_00460,ODFLGDBH_00614,APOOJODC_00665,FONPKMKP_00461,OKOELMAF_00225,PEGMINDJ_01570,BCHKDIOD_00350,LPFDPCGO_00121,BPKFELMP_01061,OEDMFFKP_00333,BCNLJEOI_00142,GLONHLBP_01184,FPEIOILE_00177,PEHMELEN_00698,NFCFPMIG_00720,ELMHKFIJ_00530,GGJPJCAM_00541,JCMFBBHK_00313,FBLGIOPA_00739,IJNFIKKA_00649,NCOGIHLP_00849
group_1226,,hypothetical protein,NKIHGLOF_00763,CAIOAPPO_01756,EGGPCNEA_01183,BOGLFJDA_00420,JLENOMMB_00586,ALHNJLOP_01047,KGLLIHJM_00517,OJAJHHAH_00549,OCGAAEPO_00802,GLNDJCAF_00442,ODFLGDBH_00596,APOOJODC_00663,FONPKMKP_00459,OKOELMAF_00243,PEGMINDJ_01572,BCHKDIOD_00368,LPFDPCGO_00123,BPKFELMP_01063,OEDMFFKP_00351,BCNLJEOI_00160,GLONHLBP_01166,FPEIOILE_00159,PEHMELEN_00716,NFCFPMIG_00738,ELMHKFIJ_00532,GGJPJCAM_00543,JCMFBBHK_00311,FBLGIOPA_00757,IJNFIKKA_00651,NCOGIHLP_00851
group_1225,,hypothetical protein,NKIHGLOF_01543,CAIOAPPO_01578,EGGPCNEA_00775,BOGLFJDA_01236,JLENOMMB_01672,ALHNJLOP_01616,KGLLIHJM_01600,OJAJHHAH_01587,OCGAAEPO_02028,GLNDJCAF_01635,ODFLGDBH_01080,APOOJODC_01712,FONPKMKP_01331,OKOELMAF_01527,PEGMINDJ_00286,BCHKDIOD_01594,LPFDPCGO_01040,BPKFELMP_00794,OEDMFFKP_01971,BCNLJEOI_00001,GLONHLBP_02012,FPEIOILE_01564,PEHMELEN_02116,NFCFPMIG_02056,ELMHKFIJ_00395,GGJPJCAM_01904,JCMFBBHK_01275,FBLGIOPA_01806,IJNFIKKA_02077,NCOGIHLP_00776
ftsL,ftsL,Cell division protein FtsL,NKIHGLOF_01541,CAIOAPPO_01576,EGGPCNEA_00773,BOGLFJDA_01234,JLENOMMB_01674,ALHNJLOP_01614,KGLLIHJM_01602,OJAJHHAH_01585,OCGAAEPO_02026,GLNDJCAF_01633,ODFLGDBH_01078,APOOJODC_01710,FONPKMKP_01329,OKOELMAF_01529,PEGMINDJ_00284,BCHKDIOD_01596,LPFDPCGO_01038,BPKFELMP_00792,OEDMFFKP_01973,BCNLJEOI_00003,GLONHLBP_02010,FPEIOILE_01562,PEHMELEN_02118,NFCFPMIG_02054,ELMHKFIJ_00393,GGJPJCAM_01902,JCMFBBHK_01273,FBLGIOPA_01804,IJNFIKKA_02075,NCOGIHLP_00778
cof,cof,HMP-PP phosphatase,NKIHGLOF_01406,CAIOAPPO_01614,EGGPCNEA_01265,BOGLFJDA_01565,JLENOMMB_01301,ALHNJLOP_01480,KGLLIHJM_01500,OJAJHHAH_01622,OCGAAEPO_01039,GLNDJCAF_01523,ODFLGDBH_01426,APOOJODC_01452,FONPKMKP_01174,OKOELMAF_01249,PEGMINDJ_01284,BCHKDIOD_01381,LPFDPCGO_00799,BPKFELMP_00242,OEDMFFKP_01569,BCNLJEOI_01326,GLONHLBP_01315,FPEIOILE_01195,PEHMELEN_01846,NFCFPMIG_01341,ELMHKFIJ_01835,GGJPJCAM_01646,JCMFBBHK_01120,FBLGIOPA_01384,IJNFIKKA_02129,NCOGIHLP_00076
group_1220,,hypothetical protein,NKIHGLOF_02029,CAIOAPPO_01502,EGGPCNEA_01975,BOGLFJDA_00512,JLENOMMB_00676,ALHNJLOP_02115,KGLLIHJM_00609,OJAJHHAH_00454,OCGAAEPO_00731,GLNDJCAF_00351,ODFLGDBH_00505,APOOJODC_00568,FONPKMKP_02019,OKOELMAF_00333,PEGMINDJ_01868,BCHKDIOD_00459,LPFDPCGO_00210;LPFDPCGO_00211,BPKFELMP_02022,OEDMFFKP_00443,BCNLJEOI_00251,GLONHLBP_01075,FPEIOILE_00069,PEHMELEN_00807,NFCFPMIG_01900,ELMHKFIJ_01948,GGJPJCAM_00638,JCMFBBHK_02115,FBLGIOPA_00849,IJNFIKKA_00738,NCOGIHLP_00941
group_1219,,hypothetical protein,NKIHGLOF_01924,CAIOAPPO_00247,EGGPCNEA_00247,BOGLFJDA_01456,JLENOMMB_00766,ALHNJLOP_00746,KGLLIHJM_01179,OJAJHHAH_00247,OCGAAEPO_00199,GLNDJCAF_00299,ODFLGDBH_00419,APOOJODC_00243,FONPKMKP_01955,OKOELMAF_01169,PEGMINDJ_00937,BCHKDIOD_01112,LPFDPCGO_00538,BPKFELMP_01757,OEDMFFKP_01110,BCNLJEOI_00991,GLONHLBP_01549,FPEIOILE_01090,PEHMELEN_01433,NFCFPMIG_01199,ELMHKFIJ_00618,GGJPJCAM_00247,JCMFBBHK_01982,FBLGIOPA_00022,IJNFIKKA_01168,NCOGIHLP_01705
adhA,adhA,Alcohol dehydrogenase 1,NKIHGLOF_00857,CAIOAPPO_01208,EGGPCNEA_01753,BOGLFJDA_00310,JLENOMMB_00475,ALHNJLOP_01157,KGLLIHJM_00406,OJAJHHAH_00641,OCGAAEPO_01484,GLNDJCAF_00555,ODFLGDBH_00707,APOOJODC_00757,FONPKMKP_00553,OKOELMAF_00131,PEGMINDJ_00328,BCHKDIOD_00257,LPFDPCGO_00026,BPKFELMP_01531,OEDMFFKP_00240,BCNLJEOI_00049,GLONHLBP_01486,FPEIOILE_00270,PEHMELEN_00604,NFCFPMIG_00627,ELMHKFIJ_00436,GGJPJCAM_00449,JCMFBBHK_00405,FBLGIOPA_00647,IJNFIKKA_01298,NCOGIHLP_00742
acpP,acpP,Acyl carrier protein,NKIHGLOF_01321,CAIOAPPO_01457,EGGPCNEA_01915,BOGLFJDA_01752,JLENOMMB_01736,ALHNJLOP_01752,KGLLIHJM_01634,OJAJHHAH_00409,OCGAAEPO_00776,GLNDJCAF_01700,ODFLGDBH_00459,APOOJODC_01790,FONPKMKP_01609,OKOELMAF_00380,PEGMINDJ_02116,BCHKDIOD_01724,LPFDPCGO_00256,BPKFELMP_01488,OEDMFFKP_01445,BCNLJEOI_01626,GLONHLBP_01028,FPEIOILE_00022,PEHMELEN_00854,NFCFPMIG_00235,ELMHKFIJ_01993,GGJPJCAM_00684,JCMFBBHK_01690,FBLGIOPA_01861,IJNFIKKA_00781,NCOGIHLP_00987
trpC,trpC,Indole-3-glycerol phosphate synthase,NKIHGLOF_00980,CAIOAPPO_00392,EGGPCNEA_00901,BOGLFJDA_00974,JLENOMMB_00857,ALHNJLOP_01382,KGLLIHJM_01040,OJAJHHAH_00754,OCGAAEPO_00624,GLNDJCAF_01043,ODFLGDBH_01147,APOOJODC_01030,FONPKMKP_00638,OKOELMAF_00048,PEGMINDJ_00482,BCHKDIOD_01232,LPFDPCGO_00681,BPKFELMP_00064,OEDMFFKP_00929,BCNLJEOI_00744,GLONHLBP_00928,FPEIOILE_00924,PEHMELEN_00431,NFCFPMIG_01059,ELMHKFIJ_01763,GGJPJCAM_01114,JCMFBBHK_00515,FBLGIOPA_00907,IJNFIKKA_01905,NCOGIHLP_01362
group_1217,,hypothetical protein,NKIHGLOF_01404,CAIOAPPO_01612,EGGPCNEA_01263,BOGLFJDA_01567,JLENOMMB_01299,ALHNJLOP_01478,KGLLIHJM_01498,OJAJHHAH_01620,OCGAAEPO_01037,GLNDJCAF_01525,ODFLGDBH_01428,APOOJODC_01450,FONPKMKP_01176,OKOELMAF_01251,PEGMINDJ_01286,BCHKDIOD_01379,LPFDPCGO_00797,BPKFELMP_00240,OEDMFFKP_01571,BCNLJEOI_01324,GLONHLBP_01313,FPEIOILE_01193,PEHMELEN_01848,NFCFPMIG_01339,ELMHKFIJ_01833,GGJPJCAM_01644,JCMFBBHK_01118,FBLGIOPA_01382,IJNFIKKA_02127,NCOGIHLP_00078
desR,desR,Transcriptional regulatory protein DesR,NKIHGLOF_01402,CAIOAPPO_01610,EGGPCNEA_01261,BOGLFJDA_01569,JLENOMMB_01297,ALHNJLOP_01476,KGLLIHJM_01496,OJAJHHAH_01618,OCGAAEPO_01035,GLNDJCAF_01527,ODFLGDBH_01430,APOOJODC_01448,FONPKMKP_01178,OKOELMAF_01253,PEGMINDJ_01288,BCHKDIOD_01377,LPFDPCGO_00795,BPKFELMP_00238,OEDMFFKP_01573,BCNLJEOI_01322,GLONHLBP_01311,FPEIOILE_01191,PEHMELEN_01850,NFCFPMIG_01337,ELMHKFIJ_01831,GGJPJCAM_01642,JCMFBBHK_01116,FBLGIOPA_01380,IJNFIKKA_02125,NCOGIHLP_00080
